extrusion,layer_width,layer_height,nn_speed,formula_speed
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,18.0,59,71
2,30,17.982778,59,71
2,30,17.965556,59,71
2,30,17.948333,59,71
2,30,17.931111,59,71
2,30,17.913889,59,71
2,30,17.896667,59,71
2,30,17.879444,59,71
2,30,17.862222,60,71
2,30,17.845,60,71
2,30,17.827778,60,71
2,30,17.810556,60,71
2,30,17.793333,60,72
2,30,17.776111,60,72
2,30,17.758889,60,72
2,30,17.741667,60,72
2,30,17.724444,60,72
2,30,17.707222,60,72
2,30,17.69,60,72
2,30,17.672778,60,72
2,30,17.655556,60,72
2,30,17.638333,60,72
2,30,17.621111,61,72
2,30,17.603889,61,72
2,30,17.586667,61,72
2,30,17.569444,61,72
2,30,17.552222,61,72
2,30,17.535,61,72
2,30,17.517778,61,73
2,30,17.500556,61,73
2,30,17.483333,61,73
2,30,17.466111,61,73
2,30,17.448889,61,73
2,30,17.431667,61,73
2,30,17.414444,61,73
2,30,17.397222,61,73
2,30,17.38,62,73
2,30,17.362778,62,73
2,30,17.345556,62,73
2,30,17.328333,62,73
2,30,17.311111,62,73
2,30,17.278611,62,73
2,30,17.246111,62,73
2,30,17.213611,62,74
2,30,17.181111,62,74
2,30,17.148611,63,74
2,30,17.116111,63,74
2,30,17.083611,63,74
2,30,17.051111,63,74
2,30,17.018611,63,74
2,30,16.986111,63,74
2,30,16.953611,63,75
2,30,16.921111,64,75
2,30,16.888611,64,75
2,30,16.856111,64,75
2,30,16.823611,64,75
2,30,16.791111,64,75
2,30,16.758611,64,75
2,30,16.726111,64,75
2,30,16.693611,65,76
2,30,16.661111,65,76
2,30,16.628611,65,76
2,30,16.596111,65,76
2,30,16.563611,65,76
2,30,16.531111,65,76
2,30,16.498611,65,76
2,30,16.466111,66,76
2,30,16.433611,66,77
2,30,16.401111,66,77
2,30,16.368611,66,77
2,30,16.336111,66,77
2,30,16.303611,66,77
2,30,16.271111,67,77
2,30,16.238611,67,77
2,30,16.206111,67,78
2,30,16.173611,67,78
2,30,16.141111,67,78
2,30,16.108611,67,78
2,30,16.076111,67,78
2,30,16.043611,68,78
2,30,16.011111,68,78
2,30,15.978611,68,79
2,30,15.946111,68,79
2,30,15.913611,68,79
2,30,15.881111,68,79
2,30,15.848611,69,79
2,30,15.816111,69,79
2,30,15.783611,69,79
2,30,15.751111,69,79
2,30,15.718611,69,80
2,30,15.686111,70,80
2,30,15.653611,70,80
2,30,15.621111,70,80
2,30,15.588611,70,80
2,30,15.556111,70,80
2,30,15.523611,70,81
2,30,15.491111,71,81
2,30,15.458611,71,81
2,30,15.426111,71,81
2,30,15.393611,71,81
2,30,15.361111,71,81
2,30,15.328611,72,81
2,30,15.296111,72,82
2,30,15.263611,72,82
2,30,15.231111,72,82
2,30,15.198611,72,82
2,30,15.166111,72,82
2,30,15.133611,73,82
2,30,15.101111,73,82
2,30,15.068611,73,83
2,30,15.036111,73,83
2,30,15.003611,73,83
2,30,14.971111,74,83
2,30,14.938611,74,83
2,30,14.906111,74,83
2,30,14.873611,74,84
2,30,14.841111,74,84
2,30,14.808611,74,84
2,30,14.776111,75,84
2,30,14.743611,75,84
2,30,14.711111,75,84
2,30,14.678611,75,85
2,30,14.646111,75,85
2,30,14.613611,76,85
2,30,14.581111,76,85
2,30,14.548611,76,85
2,30,14.516111,76,85
2,30,14.483611,76,86
2,30,14.451111,77,86
2,30,14.418611,77,86
2,30,14.386111,77,86
2,30,14.353611,77,86
2,30,14.321111,77,86
2,30,14.288611,78,87
2,30,14.256111,78,87
2,30,14.223611,78,87
2,30,14.191111,78,87
2,30,14.158611,78,87
2,30,14.126111,79,87
2,30,14.093611,79,88
2,30,14.061111,79,88
2,30,14.028611,79,88
2,30,13.996111,79,88
2,30,13.963611,79,88
2,30,13.931111,80,89
2,30,13.898611,80,89
2,30,13.866111,80,89
2,30,13.833611,80,89
2,30,13.801111,80,89
2,30,13.768611,81,90
2,30,13.736111,81,90
2,30,13.703611,81,90
2,30,13.671111,81,90
2,30,13.638611,81,90
2,30,13.606111,82,90
2,30,13.573611,82,91
2,30,13.541111,82,91
2,30,13.508611,82,91
2,30,13.476111,82,91
2,30,13.443611,83,91
2,30,13.411111,83,92
2,30,13.378611,83,92
2,30,13.346111,83,92
2,30,13.313611,83,92
2,30,13.281111,84,92
2,30,13.248611,84,93
2,30,13.216111,84,93
2,30,13.183611,84,93
2,30,13.151111,84,93
2,30,13.118611,85,93
2,30,13.086111,85,94
2,30,13.053611,85,94
2,30,13.021111,85,94
2,30,12.988611,85,94
2,30,12.956111,86,95
2,30,12.923611,86,95
2,30,12.891111,86,95
2,30,12.858611,86,95
2,30,12.826111,86,95
2,30,12.793611,87,96
2,30,12.761111,87,96
2,30,12.728611,87,96
2,30,12.696111,87,96
2,30,12.663611,87,96
2,30,12.631111,87,97
2,30,12.598611,88,97
2,30,12.566111,88,97
2,30,12.533611,88,97
2,30,12.501111,88,98
2,30,12.468611,88,98
2,30,12.436111,89,98
2,30,12.403611,89,98
2,30,12.371111,89,99
2,30,12.338611,89,99
2,30,12.306111,90,99
2,30,12.273611,90,99
2,30,12.241111,90,99
2,30,12.208611,90,100
2,30,12.176111,90,100
2,30,12.143611,91,100
2,30,12.111111,91,100
2,30,12.078611,91,101
2,30,12.046111,91,101
2,30,12.013611,91,101
2,30,11.981111,92,101
2,30,11.948611,92,102
2,30,11.916111,92,102
2,30,11.883611,92,102
2,30,11.851111,92,102
2,30,11.818611,93,103
2,30,11.786111,93,103
2,30,11.753611,93,103
2,30,11.721111,93,103
2,30,11.688611,93,104
2,30,11.656111,94,104
2,30,11.623611,94,104
2,30,11.591111,94,105
2,30,11.558611,94,105
2,30,11.526111,94,105
2,30,11.493611,95,105
2,30,11.461111,95,106
2,30,11.428611,95,106
2,30,11.396111,95,106
2,30,11.363611,96,106
2,30,11.331111,96,107
2,30,11.298611,96,107
2,30,11.266111,96,107
2,30,11.233611,96,108
2,30,11.201111,97,108
2,30,11.168611,97,108
2,30,11.136111,97,108
2,30,11.103611,97,109
2,30,11.071111,98,109
2,30,11.038611,98,109
2,30,11.006111,98,110
2,30,10.973611,98,110
2,30,10.941111,98,110
2,30,10.908611,99,110
2,30,10.876111,99,111
2,30,10.843611,99,111
2,30,10.811111,99,111
2,30,10.778611,100,112
2,30,10.746111,100,112
2,30,10.713611,100,112
2,30,10.681111,100,113
2,30,10.648611,101,113
2,30,10.616111,101,113
2,30,10.583611,101,114
2,30,10.551111,101,114
2,30,10.518611,101,114
2,30,10.486111,102,115
2,30,10.453611,102,115
2,30,10.421111,102,115
2,30,10.388611,102,116
2,30,10.356111,103,116
2,30,10.323611,103,116
2,30,10.291111,103,117
2,30,10.258611,103,117
2,30,10.226111,104,117
2,30,10.193611,104,118
2,30,10.161111,104,118
2,30,10.128611,104,118
2,30,10.096111,105,119
2,30,10.063611,105,119
2,30,10.031111,105,119
2,30,9.998611,105,120
2,30,9.966111,106,120
2,30,9.933611,106,120
2,30,9.901111,106,121
2,30,9.868611,106,121
2,30,9.836111,107,122
2,30,9.803611,107,122
2,30,9.771111,107,122
2,30,9.738611,107,123
2,30,9.706111,108,123
2,30,9.673611,108,123
2,30,9.641111,108,124
2,30,9.608611,108,124
2,30,9.576111,109,125
2,30,9.543611,109,125
2,30,9.511111,109,125
2,30,9.478611,109,126
2,30,9.446111,110,126
2,30,9.413611,110,127
2,30,9.381111,110,127
2,30,9.348611,111,127
2,30,9.316111,111,128
2,30,9.283611,111,128
2,30,9.251111,111,129
2,30,9.218611,112,129
2,30,9.186111,112,129
2,30,9.153611,112,130
2,30,9.121111,112,130
2,30,9.088611,113,131
2,30,9.056111,113,131
2,30,9.023611,113,132
2,30,8.991111,114,132
2,30,8.958611,114,133
2,30,8.926111,114,133
2,30,8.893611,115,133
2,30,8.861111,115,134
2,30,8.828611,115,134
2,30,8.796111,116,135
2,30,8.763611,116,135
2,30,8.731111,116,136
2,30,8.698611,117,136
2,30,8.666111,117,137
2,30,8.633611,117,137
2,30,8.601111,118,138
2,30,8.568611,118,138
2,30,8.536111,119,139
2,30,8.503611,119,139
2,30,8.471111,120,140
2,30,8.438611,120,140
2,30,8.406111,121,141
2,30,8.373611,121,141
2,30,8.341111,122,142
2,30,8.308611,122,142
2,30,8.276111,123,143
2,30,8.243611,123,143
2,30,8.211111,124,144
2,30,8.178611,124,144
2,30,8.146111,125,145
2,30,8.113611,125,145
2,30,8.081111,126,146
2,30,8.048611,126,146
2,30,8.016111,127,147
2,30,7.983611,128,148
2,30,7.951111,128,148
2,30,7.918611,129,149
2,30,7.886111,129,149
2,30,7.853611,130,150
2,30,7.821111,131,150
2,30,7.788611,131,151
2,30,7.756111,132,152
2,30,7.723611,133,152
2,30,7.691111,133,153
2,30,7.658611,134,153
2,30,7.626111,135,154
2,30,7.593611,135,155
2,30,7.561111,136,155
2,30,7.528611,137,156
2,30,7.496111,137,157
2,30,7.463611,138,157
2,30,7.431111,139,158
2,30,7.398611,139,159
2,30,7.366111,140,159
2,30,7.333611,141,160
2,30,7.301111,142,161
2,30,7.268611,142,161
2,30,7.236111,143,162
2,30,7.203611,144,163
2,30,7.171111,145,163
2,30,7.138611,145,164
2,30,7.106111,146,165
2,30,7.073611,147,165
2,30,7.041111,148,166
2,30,7.008611,149,167
2,30,6.976111,149,168
2,30,6.943611,150,168
2,30,6.911111,151,169
2,30,6.863333,152,170
2,30,6.815556,153,171
2,30,6.767778,155,173
2,30,6.72,156,174
2,30,6.672222,157,175
2,30,6.624444,159,176
2,30,6.576667,160,177
2,30,6.528889,161,179
2,30,6.481111,163,180
2,30,6.433333,164,181
2,30,6.385556,165,182
2,30,6.337778,167,184
2,30,6.29,168,185
2,30,6.242222,169,186
2,30,6.194444,171,188
2,30,6.146667,172,189
2,30,6.098889,174,190
2,30,6.051111,175,192
2,30,6.003333,177,193
2,30,5.955556,178,195
2,30,5.907778,180,196
2,30,5.86,181,198
2,30,5.812222,183,199
2,30,5.764444,185,201
2,30,5.716667,186,203
2,30,5.668889,188,204
2,30,5.621111,189,206
2,30,5.573333,191,208
2,30,5.525556,193,209
2,30,5.477778,194,211
2,30,5.43,196,213
2,30,5.382222,198,215
2,30,5.334444,200,217
2,30,5.286667,201,218
2,30,5.238889,203,220
2,30,5.191111,205,222
2,30,5.143333,207,224
2,30,5.095556,209,226
2,30,5.047778,211,228
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,30,5.0,212,230
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.4,159,177
2,36,5.85,148,164
2,36,6.3,137,153
2,36,6.75,127,143
2,36,7.2,118,134
2,36,7.65,110,127
2,36,8.1,103,120
2,36,8.55,97,114
2,36,9.0,93,109
2,36,9.45,91,104
2,36,9.9,88,99
2,36,10.35,86,95
2,36,10.8,83,92
2,36,11.25,81,88
2,36,11.7,78,85
2,36,12.15,76,82
2,36,12.6,73,79
2,36,13.05,71,77
2,36,13.5,69,75
2,36,13.95,66,72
2,36,14.4,64,70
2,36,14.85,62,68
2,36,15.3,60,67
2,36,15.75,58,65
2,36,16.2,56,63
2,36,16.65,54,62
2,36,17.1,52,60
2,36,17.55,50,59
2,36,13.0,71,77
2,36,13.45,69,75
2,36,13.9,67,73
2,36,14.35,64,71
2,36,14.8,62,69
2,36,15.25,60,67
2,36,15.7,58,65
2,36,16.15,56,63
2,36,16.6,54,62
2,36,17.05,52,60
2,36,17.5,50,59
2,36,17.95,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,18.0,48,58
2,36,17.982778,48,58
2,36,17.965556,48,58
2,36,17.948333,48,58
2,36,17.931111,48,58
2,36,17.913889,49,58
2,36,17.896667,49,58
2,36,17.879444,49,58
2,36,17.862222,49,58
2,36,17.845,49,58
2,36,17.827778,49,58
2,36,17.810556,49,58
2,36,17.793333,49,58
2,36,17.776111,49,58
2,36,17.758889,49,58
2,36,17.741667,49,58
2,36,17.724444,49,58
2,36,17.707222,49,58
2,36,17.69,49,59
2,36,17.672778,49,59
2,36,17.655556,50,59
2,36,17.638333,50,59
2,36,17.621111,50,59
2,36,17.603889,50,59
2,36,17.586667,50,59
2,36,17.569444,50,59
2,36,17.552222,50,59
2,36,17.535,50,59
2,36,17.517778,50,59
2,36,17.500556,50,59
2,36,17.483333,50,59
2,36,17.466111,50,59
2,36,17.448889,50,59
2,36,17.431667,50,59
2,36,17.414444,51,59
2,36,17.397222,51,59
2,36,17.38,51,59
2,36,17.362778,51,59
2,36,17.345556,51,60
2,36,17.328333,51,60
2,36,17.311111,51,60
2,36,17.278611,51,60
2,36,17.246111,51,60
2,36,17.213611,51,60
2,36,17.181111,51,60
2,36,17.148611,52,60
2,36,17.116111,52,60
2,36,17.083611,52,60
2,36,17.051111,52,60
2,36,17.018611,52,61
2,36,16.986111,52,61
2,36,16.953611,52,61
2,36,16.921111,52,61
2,36,16.888611,53,61
2,36,16.856111,53,61
2,36,16.823611,53,61
2,36,16.791111,53,61
2,36,16.758611,53,61
2,36,16.726111,53,61
2,36,16.693611,53,62
2,36,16.661111,54,62
2,36,16.628611,54,62
2,36,16.596111,54,62
2,36,16.563611,54,62
2,36,16.531111,54,62
2,36,16.498611,54,62
2,36,16.466111,54,62
2,36,16.433611,55,62
2,36,16.401111,55,63
2,36,16.368611,55,63
2,36,16.336111,55,63
2,36,16.303611,55,63
2,36,16.271111,55,63
2,36,16.238611,55,63
2,36,16.206111,56,63
2,36,16.173611,56,63
2,36,16.141111,56,63
2,36,16.108611,56,64
2,36,16.076111,56,64
2,36,16.043611,56,64
2,36,16.011111,56,64
2,36,15.978611,57,64
2,36,15.946111,57,64
2,36,15.913611,57,64
2,36,15.881111,57,64
2,36,15.848611,57,65
2,36,15.816111,57,65
2,36,15.783611,57,65
2,36,15.751111,58,65
2,36,15.718611,58,65
2,36,15.686111,58,65
2,36,15.653611,58,65
2,36,15.621111,58,65
2,36,15.588611,58,65
2,36,15.556111,59,66
2,36,15.523611,59,66
2,36,15.491111,59,66
2,36,15.458611,59,66
2,36,15.426111,59,66
2,36,15.393611,59,66
2,36,15.361111,59,66
2,36,15.328611,60,66
2,36,15.296111,60,67
2,36,15.263611,60,67
2,36,15.231111,60,67
2,36,15.198611,60,67
2,36,15.166111,60,67
2,36,15.133611,61,67
2,36,15.101111,61,67
2,36,15.068611,61,68
2,36,15.036111,61,68
2,36,15.003611,61,68
2,36,14.971111,61,68
2,36,14.938611,62,68
2,36,14.906111,62,68
2,36,14.873611,62,68
2,36,14.841111,62,68
2,36,14.808611,62,69
2,36,14.776111,62,69
2,36,14.743611,63,69
2,36,14.711111,63,69
2,36,14.678611,63,69
2,36,14.646111,63,69
2,36,14.613611,63,69
2,36,14.581111,63,70
2,36,14.548611,64,70
2,36,14.516111,64,70
2,36,14.483611,64,70
2,36,14.451111,64,70
2,36,14.418611,64,70
2,36,14.386111,64,70
2,36,14.353611,64,71
2,36,14.321111,65,71
2,36,14.288611,65,71
2,36,14.256111,65,71
2,36,14.223611,65,71
2,36,14.191111,65,71
2,36,14.158611,65,71
2,36,14.126111,66,72
2,36,14.093611,66,72
2,36,14.061111,66,72
2,36,14.028611,66,72
2,36,13.996111,66,72
2,36,13.963611,66,72
2,36,13.931111,67,72
2,36,13.898611,67,73
2,36,13.866111,67,73
2,36,13.833611,67,73
2,36,13.801111,67,73
2,36,13.768611,67,73
2,36,13.736111,68,73
2,36,13.703611,68,74
2,36,13.671111,68,74
2,36,13.638611,68,74
2,36,13.606111,68,74
2,36,13.573611,68,74
2,36,13.541111,69,74
2,36,13.508611,69,75
2,36,13.476111,69,75
2,36,13.443611,69,75
2,36,13.411111,69,75
2,36,13.378611,69,75
2,36,13.346111,70,75
2,36,13.313611,70,76
2,36,13.281111,70,76
2,36,13.248611,70,76
2,36,13.216111,70,76
2,36,13.183611,70,76
2,36,13.151111,71,76
2,36,13.118611,71,77
2,36,13.086111,71,77
2,36,13.053611,71,77
2,36,13.021111,71,77
2,36,12.988611,71,77
2,36,12.956111,72,77
2,36,12.923611,72,78
2,36,12.891111,72,78
2,36,12.858611,72,78
2,36,12.826111,72,78
2,36,12.793611,72,78
2,36,12.761111,73,79
2,36,12.728611,73,79
2,36,12.696111,73,79
2,36,12.663611,73,79
2,36,12.631111,73,79
2,36,12.598611,74,79
2,36,12.566111,74,80
2,36,12.533611,74,80
2,36,12.501111,74,80
2,36,12.468611,74,80
2,36,12.436111,74,80
2,36,12.403611,75,81
2,36,12.371111,75,81
2,36,12.338611,75,81
2,36,12.306111,75,81
2,36,12.273611,75,81
2,36,12.241111,75,82
2,36,12.208611,76,82
2,36,12.176111,76,82
2,36,12.143611,76,82
2,36,12.111111,76,82
2,36,12.078611,76,83
2,36,12.046111,76,83
2,36,12.013611,77,83
2,36,11.981111,77,83
2,36,11.948611,77,83
2,36,11.916111,77,84
2,36,11.883611,77,84
2,36,11.851111,77,84
2,36,11.818611,78,84
2,36,11.786111,78,84
2,36,11.753611,78,85
2,36,11.721111,78,85
2,36,11.688611,78,85
2,36,11.656111,79,85
2,36,11.623611,79,86
2,36,11.591111,79,86
2,36,11.558611,79,86
2,36,11.526111,79,86
2,36,11.493611,79,86
2,36,11.461111,80,87
2,36,11.428611,80,87
2,36,11.396111,80,87
2,36,11.363611,80,87
2,36,11.331111,80,88
2,36,11.298611,81,88
2,36,11.266111,81,88
2,36,11.233611,81,88
2,36,11.201111,81,89
2,36,11.168611,81,89
2,36,11.136111,81,89
2,36,11.103611,82,89
2,36,11.071111,82,90
2,36,11.038611,82,90
2,36,11.006111,82,90
2,36,10.973611,82,90
2,36,10.941111,82,91
2,36,10.908611,83,91
2,36,10.876111,83,91
2,36,10.843611,83,91
2,36,10.811111,83,92
2,36,10.778611,83,92
2,36,10.746111,84,92
2,36,10.713611,84,92
2,36,10.681111,84,93
2,36,10.648611,84,93
2,36,10.616111,84,93
2,36,10.583611,84,93
2,36,10.551111,85,94
2,36,10.518611,85,94
2,36,10.486111,85,94
2,36,10.453611,85,94
2,36,10.421111,85,95
2,36,10.388611,85,95
2,36,10.356111,86,95
2,36,10.323611,86,96
2,36,10.291111,86,96
2,36,10.258611,86,96
2,36,10.226111,86,96
2,36,10.193611,87,97
2,36,10.161111,87,97
2,36,10.128611,87,97
2,36,10.096111,87,98
2,36,10.063611,87,98
2,36,10.031111,87,98
2,36,9.998611,88,98
2,36,9.966111,88,99
2,36,9.933611,88,99
2,36,9.901111,88,99
2,36,9.868611,88,100
2,36,9.836111,89,100
2,36,9.803611,89,100
2,36,9.771111,89,101
2,36,9.738611,89,101
2,36,9.706111,89,101
2,36,9.673611,89,102
2,36,9.641111,90,102
2,36,9.608611,90,102
2,36,9.576111,90,103
2,36,9.543611,90,103
2,36,9.511111,90,103
2,36,9.478611,91,104
2,36,9.446111,91,104
2,36,9.413611,91,104
2,36,9.381111,91,105
2,36,9.348611,91,105
2,36,9.316111,91,105
2,36,9.283611,92,106
2,36,9.251111,92,106
2,36,9.218611,92,106
2,36,9.186111,92,107
2,36,9.153611,92,107
2,36,9.121111,93,107
2,36,9.088611,93,108
2,36,9.056111,93,108
2,36,9.023611,93,108
2,36,8.991111,93,109
2,36,8.958611,94,109
2,36,8.926111,94,110
2,36,8.893611,94,110
2,36,8.861111,94,110
2,36,8.828611,95,111
2,36,8.796111,95,111
2,36,8.763611,95,111
2,36,8.731111,95,112
2,36,8.698611,96,112
2,36,8.666111,96,113
2,36,8.633611,96,113
2,36,8.601111,97,113
2,36,8.568611,97,114
2,36,8.536111,97,114
2,36,8.503611,98,115
2,36,8.471111,98,115
2,36,8.438611,99,116
2,36,8.406111,99,116
2,36,8.373611,99,116
2,36,8.341111,100,117
2,36,8.308611,100,117
2,36,8.276111,100,118
2,36,8.243611,101,118
2,36,8.211111,101,119
2,36,8.178611,102,119
2,36,8.146111,102,119
2,36,8.113611,103,120
2,36,8.081111,103,120
2,36,8.048611,104,121
2,36,8.016111,104,121
2,36,7.983611,105,122
2,36,7.951111,105,122
2,36,7.918611,106,123
2,36,7.886111,106,123
2,36,7.853611,107,124
2,36,7.821111,107,124
2,36,7.788611,108,125
2,36,7.756111,108,125
2,36,7.723611,109,126
2,36,7.691111,109,126
2,36,7.658611,110,127
2,36,7.626111,110,127
2,36,7.593611,111,128
2,36,7.561111,111,128
2,36,7.528611,112,129
2,36,7.496111,112,129
2,36,7.463611,113,130
2,36,7.431111,114,130
2,36,7.398611,114,131
2,36,7.366111,115,131
2,36,7.333611,115,132
2,36,7.301111,116,133
2,36,7.268611,117,133
2,36,7.236111,117,134
2,36,7.203611,118,134
2,36,7.171111,118,135
2,36,7.138611,119,135
2,36,7.106111,120,136
2,36,7.073611,120,137
2,36,7.041111,121,137
2,36,7.008611,122,138
2,36,6.976111,122,138
2,36,6.943611,123,139
2,36,6.911111,124,140
2,36,6.863333,125,141
2,36,6.815556,126,142
2,36,6.767778,127,143
2,36,6.72,128,144
2,36,6.672222,129,145
2,36,6.624444,130,146
2,36,6.576667,131,147
2,36,6.528889,132,148
2,36,6.481111,133,149
2,36,6.433333,134,150
2,36,6.385556,135,151
2,36,6.337778,136,152
2,36,6.29,137,153
2,36,6.242222,138,154
2,36,6.194444,139,155
2,36,6.146667,140,156
2,36,6.098889,142,158
2,36,6.051111,143,159
2,36,6.003333,144,160
2,36,5.955556,145,161
2,36,5.907778,146,162
2,36,5.86,147,164
2,36,5.812222,149,165
2,36,5.764444,150,166
2,36,5.716667,151,168
2,36,5.668889,152,169
2,36,5.621111,153,170
2,36,5.573333,155,172
2,36,5.525556,156,173
2,36,5.477778,157,175
2,36,5.43,159,176
2,36,5.382222,160,178
2,36,5.334444,161,179
2,36,5.286667,162,181
2,36,5.238889,164,182
2,36,5.191111,165,184
2,36,5.143333,167,186
2,36,5.095556,168,187
2,36,5.047778,169,189
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,36,5.0,171,191
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.4,135,151
2,42,5.85,125,140
2,42,6.3,116,130
2,42,6.75,108,122
2,42,7.2,100,114
2,42,7.65,93,108
2,42,8.1,87,102
2,42,8.55,82,97
2,42,9.0,79,92
2,42,9.45,77,88
2,42,9.9,75,84
2,42,10.35,73,81
2,42,10.8,71,78
2,42,11.25,69,75
2,42,11.7,66,72
2,42,12.15,64,70
2,42,12.6,62,67
2,42,13.05,61,65
2,42,13.5,59,63
2,42,13.95,57,61
2,42,14.4,55,59
2,42,14.85,53,58
2,42,15.3,51,56
2,42,15.75,49,55
2,42,16.2,47,53
2,42,16.65,45,52
2,42,17.1,44,51
2,42,17.55,42,50
2,42,13.0,61,65
2,42,13.45,59,63
2,42,13.9,57,61
2,42,14.35,55,60
2,42,14.8,53,58
2,42,15.25,51,56
2,42,15.7,49,55
2,42,16.15,47,54
2,42,16.6,46,52
2,42,17.05,44,51
2,42,17.5,42,50
2,42,17.95,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,18.0,41,49
2,42,17.982778,41,49
2,42,17.965556,41,49
2,42,17.948333,41,49
2,42,17.931111,41,49
2,42,17.913889,41,49
2,42,17.896667,41,49
2,42,17.879444,41,49
2,42,17.862222,41,49
2,42,17.845,41,49
2,42,17.827778,41,49
2,42,17.810556,41,49
2,42,17.793333,41,49
2,42,17.776111,41,49
2,42,17.758889,41,49
2,42,17.741667,41,49
2,42,17.724444,41,49
2,42,17.707222,42,49
2,42,17.69,42,49
2,42,17.672778,42,49
2,42,17.655556,42,49
2,42,17.638333,42,49
2,42,17.621111,42,49
2,42,17.603889,42,50
2,42,17.586667,42,50
2,42,17.569444,42,50
2,42,17.552222,42,50
2,42,17.535,42,50
2,42,17.517778,42,50
2,42,17.500556,42,50
2,42,17.483333,42,50
2,42,17.466111,42,50
2,42,17.448889,42,50
